key_resp_3.keys,key_resp_3.rt,slider.response,slider.rt,rjt_rating,rjt_RT,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider_2.response,slider_2.rt,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,AUT_resp,AUT_label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleep,pillow,1,0,1,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toss,pillow,2,0,2,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fight,pillow,3,0,3,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stuff,pillow,4,0,4,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wash,pillow,5,0,5,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,step,pillow,6,0,6,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blanket,pillow,7,0,7,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warmth,pillow,8,0,8,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smell,pillow,9,0,9,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grab,pillow,10,0,10,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tos,pillow,11,0,11,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toss,pillow,12,0,12,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lay,pillow,13,0,13,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dream,pillow,14,0,14,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear,pillow,15,0,15,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yell,pillow,16,0,16,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wash,pillow,17,0,17,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,step,pillow,18,0,18,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,move,pillow,19,0,19,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carry,pillow,20,0,20,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memories,pillow,21,0,21,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cushion,pillow,22,0,22,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft,pillow,23,0,23,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alter,pillow,24,0,24,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,design,pillow,25,0,25,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fabric,pillow,26,0,26,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wear,pillow,27,0,27,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grab,pillow,28,0,28,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feathers,pillow,29,0,29,0,1,,,,,,
